agent,root_cause_name,net_env,scenario_topo_size,session_id,csv_tool_errors,log_is_err,log_txt_err,log_any_err
ReAct (GPT-5),mac_address_conflict,ospf_enterprise_static,s,0425121245,0,0,0,0
ReAct (GPT-5),mac_address_conflict,ospf_enterprise_static,m,0425122034,0,0,0,0
ReAct (GPT-5),mac_address_conflict,ospf_enterprise_static,l,0425122552,0,0,0,0
ReAct (GPT-5),mac_address_conflict,rip_small_internet_vpn,s,0425122945,0,0,0,0
ReAct (GPT-5),mac_address_conflict,rip_small_internet_vpn,m,0425123539,0,0,0,0
ReAct (GPT-5),mac_address_conflict,rip_small_internet_vpn,l,0425124121,0,0,0,0
ReAct (GPT-5),mac_address_conflict,sdn_star,s,0425124752,0,0,0,0
ReAct (GPT-5),mac_address_conflict,sdn_star,m,0425125133,0,0,0,0
ReAct (GPT-5),mac_address_conflict,sdn_star,l,0425125731,0,0,0,0
ReAct (GPT-5),mac_address_conflict,sdn_clos,s,0425130151,0,0,0,0
ReAct (GPT-5),mac_address_conflict,sdn_clos,m,0425130450,0,0,0,0
ReAct (GPT-5),mac_address_conflict,sdn_clos,l,0425131048,0,0,0,0
ReAct (GPT-5),mac_address_conflict,p4_bloom_filter,-,0425131725,0,0,0,0
ReAct (GPT-5),mac_address_conflict,p4_counter,-,0425132243,0,0,0,0
ReAct (GPT-5),mac_address_conflict,p4_int,-,0425132718,0,0,0,0
ReAct (GPT-5),mac_address_conflict,p4_mpls,-,0425133252,0,0,0,0
ReAct (GPT-5),mac_address_conflict,simple_bgp,-,0425133847,0,0,0,0
ReAct (GPT-5),ospf_area_misconfiguration,ospf_enterprise_static,s,0425134130,0,0,0,0
ReAct (GPT-5),ospf_area_misconfiguration,ospf_enterprise_static,m,0425134537,0,0,0,0
ReAct (GPT-5),ospf_area_misconfiguration,ospf_enterprise_static,l,0425135403,0,0,0,0
ReAct (GPT-5),ospf_neighbor_missing,ospf_enterprise_static,s,0425135849,0,0,0,0
ReAct (GPT-5),ospf_neighbor_missing,ospf_enterprise_static,m,0425140307,0,0,0,0
ReAct (GPT-5),ospf_neighbor_missing,ospf_enterprise_static,l,0425140759,0,0,0,0
ReAct (GPT-5),flow_rule_loop,sdn_star,s,0425141307,0,0,0,0
ReAct (GPT-5),flow_rule_loop,sdn_star,m,0425141754,0,0,0,0
ReAct (GPT-5),flow_rule_loop,sdn_star,l,0425142058,0,0,0,0
ReAct (GPT-5),flow_rule_loop,sdn_clos,s,0425142517,0,0,0,0
ReAct (GPT-5),flow_rule_loop,sdn_clos,m,0425143017,0,0,0,0
ReAct (GPT-5),flow_rule_loop,sdn_clos,l,0425143640,0,0,0,0
ReAct (GPT-5),flow_rule_shadowing,sdn_star,s,0425144140,0,0,0,0
ReAct (GPT-5),flow_rule_shadowing,sdn_star,m,0425144810,0,0,0,0
ReAct (GPT-5),flow_rule_shadowing,sdn_star,l,0425145204,0,0,0,0
ReAct (GPT-5),flow_rule_shadowing,sdn_clos,s,0425145700,0,0,0,0
ReAct (GPT-5),flow_rule_shadowing,sdn_clos,m,0425150153,0,0,0,0
ReAct (GPT-5),flow_rule_shadowing,sdn_clos,l,0425150915,0,0,0,0
ReAct (GPT-5),sdn_controller_crash,sdn_star,s,0425151504,0,0,0,0
ReAct (GPT-5),sdn_controller_crash,sdn_star,m,0425151849,0,0,0,0
ReAct (GPT-5),sdn_controller_crash,sdn_star,l,0425152250,0,0,0,0
ReAct (GPT-5),sdn_controller_crash,sdn_clos,s,0425152828,0,0,0,0
ReAct (GPT-5),sdn_controller_crash,sdn_clos,m,0425153227,0,0,0,0
ReAct (GPT-5),sdn_controller_crash,sdn_clos,l,0425153718,0,0,0,0
ReAct (GPT-5),southbound_port_block,sdn_star,s,0425154253,0,0,0,0
ReAct (GPT-5),southbound_port_block,sdn_star,m,0425154712,0,0,0,0
ReAct (GPT-5),southbound_port_block,sdn_star,l,0425155055,0,0,0,0
ReAct (GPT-5),southbound_port_block,sdn_clos,s,0425155448,0,0,0,0
ReAct (GPT-5),southbound_port_block,sdn_clos,m,0425155757,0,0,0,0
ReAct (GPT-5),southbound_port_block,sdn_clos,l,0425160408,0,0,0,0
ReAct (GPT-5),southbound_port_mismatch,sdn_star,s,0425161343,0,0,0,0
ReAct (GPT-5),southbound_port_mismatch,sdn_star,m,0425161736,0,0,0,0
ReAct (GPT-5),southbound_port_mismatch,sdn_star,l,0425162134,0,0,0,0
ReAct (GPT-5),southbound_port_mismatch,sdn_clos,s,0425162451,0,0,0,0
ReAct (GPT-5),southbound_port_mismatch,sdn_clos,m,0425162730,0,0,0,0
ReAct (GPT-5),southbound_port_mismatch,sdn_clos,l,0425163050,0,0,0,0
ReAct (GPT-5),p4_header_definition_error,p4_bloom_filter,-,0425163355,0,0,0,0
ReAct (GPT-5),p4_header_definition_error,p4_counter,-,0425164000,0,0,0,0
ReAct (GPT-5),p4_header_definition_error,p4_int,-,0425164212,0,0,0,0
ReAct (GPT-5),p4_header_definition_error,p4_mpls,-,0425164457,0,0,0,0
ReAct (GPT-5),p4_compilation_error_parser_state,p4_bloom_filter,-,0425164830,0,0,0,0
ReAct (GPT-5),p4_compilation_error_parser_state,p4_counter,-,0425165248,0,0,0,0
ReAct (GPT-5),p4_compilation_error_parser_state,p4_int,-,0425165915,0,0,0,0
ReAct (GPT-5),p4_compilation_error_parser_state,p4_mpls,-,0425170308,0,0,0,0
ReAct (GPT-5),mpls_label_limit_exceeded,p4_mpls,-,0425170712,0,0,0,0
ReAct (GPT-5),p4_table_entry_misconfig,p4_bloom_filter,-,0425171152,0,0,0,0
ReAct (GPT-5),p4_table_entry_misconfig,p4_counter,-,0425171545,0,0,0,0
ReAct (GPT-5),p4_table_entry_misconfig,p4_int,-,0425172156,0,0,0,0
ReAct (GPT-5),p4_table_entry_misconfig,p4_mpls,-,0425172625,1,0,0,0
ReAct (GPT-5),p4_table_entry_missing,p4_bloom_filter,-,0425173132,0,0,0,0
ReAct (GPT-5),p4_table_entry_missing,p4_counter,-,0425173627,0,0,0,0
ReAct (GPT-5),p4_table_entry_missing,p4_int,-,0425173913,0,0,0,0
ReAct (GPT-5),p4_table_entry_missing,p4_mpls,-,0425174511,0,0,0,0
ReAct (GPT-5),bmv2_switch_down,p4_bloom_filter,-,0425174937,0,0,0,0
ReAct (GPT-5),bmv2_switch_down,p4_counter,-,0425175601,0,0,0,0
ReAct (GPT-5),bmv2_switch_down,p4_int,-,0425180626,0,0,0,0
ReAct (GPT-5),bmv2_switch_down,p4_mpls,-,0425181228,0,0,0,0
ReAct (GPT-5),frr_service_down,dc_clos_bgp,s,0425181742,0,0,0,0
ReAct (GPT-5),frr_service_down,dc_clos_bgp,m,0425182015,0,0,0,0
ReAct (GPT-5),frr_service_down,dc_clos_bgp,l,0425182323,0,0,0,0
ReAct (GPT-5),frr_service_down,dc_clos_service,s,0425182809,0,0,0,0
ReAct (GPT-5),frr_service_down,dc_clos_service,m,0425183114,0,0,0,0
ReAct (GPT-5),frr_service_down,dc_clos_service,l,0425183515,0,0,0,0
ReAct (GPT-5),frr_service_down,ospf_enterprise_static,s,0425183845,0,0,0,0
ReAct (GPT-5),frr_service_down,ospf_enterprise_static,m,0425184227,0,0,0,0
ReAct (GPT-5),frr_service_down,ospf_enterprise_static,l,0425184957,0,0,0,0
ReAct (GPT-5),frr_service_down,rip_small_internet_vpn,s,0425185457,0,0,0,0
ReAct (GPT-5),frr_service_down,rip_small_internet_vpn,m,0425190228,0,0,0,0
ReAct (GPT-5),frr_service_down,rip_small_internet_vpn,l,0425190630,2,0,0,0
ReAct (GPT-5),frr_service_down,simple_bgp,-,0425191543,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,dc_clos_bgp,s,0425191740,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,dc_clos_bgp,m,0425192525,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,dc_clos_bgp,l,0425193156,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,dc_clos_service,s,0425193714,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,dc_clos_service,m,0425194210,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,dc_clos_service,l,0425194724,2,0,0,0
ReAct (GPT-5),arp_cache_poisoning,ospf_enterprise_static,s,0425195501,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,ospf_enterprise_static,m,0425200128,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,ospf_enterprise_static,l,0425200736,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,rip_small_internet_vpn,s,0425201706,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,rip_small_internet_vpn,m,0425202228,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,rip_small_internet_vpn,l,0425202923,1,0,0,0
ReAct (GPT-5),arp_cache_poisoning,sdn_star,s,0425203702,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,sdn_star,m,0425204054,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,sdn_star,l,0425204443,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,sdn_clos,s,0425204849,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,sdn_clos,m,0425205250,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,sdn_clos,l,0425205733,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,p4_bloom_filter,-,0425210433,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,p4_counter,-,0425210910,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,p4_int,-,0425211449,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,p4_mpls,-,0425211945,0,0,0,0
ReAct (GPT-5),arp_cache_poisoning,simple_bgp,-,0425212348,0,0,0,0
ReAct (GPT-5),web_dos_attack,dc_clos_service,s,0425212758,0,0,0,0
ReAct (GPT-5),web_dos_attack,dc_clos_service,m,0425213554,1,0,0,0
ReAct (GPT-5),web_dos_attack,dc_clos_service,l,0425213922,0,0,0,0
ReAct (GPT-5),web_dos_attack,ospf_enterprise_static,s,0425214757,0,0,0,0
ReAct (GPT-5),web_dos_attack,ospf_enterprise_static,m,0425215558,1,0,0,0
ReAct (GPT-5),web_dos_attack,ospf_enterprise_static,l,0425220529,0,0,0,0
ReAct (GPT-5),web_dos_attack,rip_small_internet_vpn,s,0425221755,0,0,0,0
ReAct (GPT-5),web_dos_attack,rip_small_internet_vpn,m,0425222355,0,0,0,0
ReAct (GPT-5),web_dos_attack,rip_small_internet_vpn,l,0425222646,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,dc_clos_service,s,0425223024,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,dc_clos_service,m,0425223244,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,dc_clos_service,l,0425223501,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,ospf_enterprise_static,s,0425223831,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,ospf_enterprise_static,m,0425224257,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,ospf_enterprise_static,l,0425224653,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,rip_small_internet_vpn,s,0425225237,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,rip_small_internet_vpn,m,0425225942,0,0,0,0
ReAct (GPT-5),incast_traffic_network_limitation,rip_small_internet_vpn,l,0425230826,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,dc_clos_bgp,s,0425231532,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,dc_clos_bgp,m,0425231903,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,dc_clos_bgp,l,0425232320,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,dc_clos_service,s,0425232805,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,dc_clos_service,m,0425233050,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,dc_clos_service,l,0425233306,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,ospf_enterprise_static,s,0425233632,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,ospf_enterprise_static,m,0425234158,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,ospf_enterprise_static,l,0425234632,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,rip_small_internet_vpn,m,0426000033,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,rip_small_internet_vpn,l,0426000639,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,sdn_star,s,0426001101,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,sdn_star,m,0426001436,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,sdn_star,l,0426002254,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,sdn_clos,s,0426003018,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,sdn_clos,m,0426003631,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,sdn_clos,l,0426004420,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,p4_bloom_filter,-,0426005157,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,p4_int,-,0427214310,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,p4_mpls,-,0427214925,0,0,0,0
ReAct (GPT-5),link_bandwidth_throttling,simple_bgp,-,0427215353,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,dc_clos_bgp,s,0427215554,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,dc_clos_bgp,m,0427220013,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,dc_clos_bgp,l,0427220403,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,dc_clos_service,s,0427220940,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,dc_clos_service,m,0427221356,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,dc_clos_service,l,0427221902,2,0,0,0
ReAct (GPT-5),link_high_packet_corruption,ospf_enterprise_static,s,0427222249,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,ospf_enterprise_static,m,0427222653,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,ospf_enterprise_static,l,0427223223,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,rip_small_internet_vpn,s,0427223650,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,rip_small_internet_vpn,m,0427224059,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,rip_small_internet_vpn,l,0427224615,1,0,0,0
ReAct (GPT-5),link_high_packet_corruption,sdn_star,s,0427225055,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,sdn_star,m,0427225544,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,sdn_star,l,0427225930,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,sdn_clos,s,0427230309,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,sdn_clos,m,0427230916,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,sdn_clos,l,0427231343,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,p4_bloom_filter,-,0427231757,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,p4_counter,-,0427232037,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,p4_int,-,0427232442,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,p4_mpls,-,0427232834,0,0,0,0
ReAct (GPT-5),link_high_packet_corruption,simple_bgp,-,0427233441,0,0,0,0
ReAct (GPT-5),dns_lookup_latency,dc_clos_service,s,0427233743,0,0,0,0
ReAct (GPT-5),dns_lookup_latency,dc_clos_service,m,0427234010,0,0,0,0
ReAct (GPT-5),dns_lookup_latency,dc_clos_service,l,0427234241,0,0,0,0
ReAct (GPT-5),receiver_resource_contention,dc_clos_service,s,0427234546,2,0,0,0
ReAct (GPT-5),receiver_resource_contention,dc_clos_service,m,0427235216,2,0,0,0
ReAct (GPT-5),receiver_resource_contention,dc_clos_service,l,0427235746,4,0,0,0
ReAct (GPT-5),receiver_resource_contention,ospf_enterprise_static,s,0428000504,2,0,0,0
ReAct (GPT-5),receiver_resource_contention,ospf_enterprise_static,m,0428001401,4,0,0,0
ReAct (GPT-5),receiver_resource_contention,ospf_enterprise_static,l,0428002153,3,0,0,0
ReAct (GPT-5),receiver_resource_contention,rip_small_internet_vpn,s,0428002914,0,0,0,0
ReAct (GPT-5),receiver_resource_contention,rip_small_internet_vpn,l,0428004259,0,0,0,0
ReAct (GPT-5),sender_application_delay,dc_clos_service,s,0428004900,0,0,0,0
ReAct (GPT-5),sender_application_delay,dc_clos_service,m,0428005109,0,0,0,0
ReAct (GPT-5),sender_application_delay,dc_clos_service,l,0428005527,0,0,0,0
ReAct (GPT-5),sender_application_delay,ospf_enterprise_static,s,0428005820,0,0,0,0
ReAct (GPT-5),sender_application_delay,ospf_enterprise_static,m,0428010240,0,0,0,0
ReAct (GPT-5),sender_application_delay,ospf_enterprise_static,l,0428010715,0,0,0,0
ReAct (GPT-5),sender_application_delay,rip_small_internet_vpn,s,0428011055,0,0,0,0
ReAct (GPT-5),sender_application_delay,rip_small_internet_vpn,m,0428011555,0,0,0,0
ReAct (GPT-5),sender_application_delay,rip_small_internet_vpn,l,0428012032,0,0,0,0
ReAct (GPT-5),sender_resource_contention,dc_clos_service,s,0428012526,0,0,0,0
ReAct (GPT-5),sender_resource_contention,dc_clos_service,m,0428013111,1,0,0,0
ReAct (GPT-5),sender_resource_contention,dc_clos_service,l,0428013625,2,0,0,0
ReAct (GPT-5),sender_resource_contention,ospf_enterprise_static,s,0428014422,4,0,0,0
ReAct (GPT-5),sender_resource_contention,ospf_enterprise_static,m,0428015035,6,0,0,0
ReAct (GPT-5),sender_resource_contention,ospf_enterprise_static,l,0428015849,3,0,0,0
ReAct (GPT-5),sender_resource_contention,rip_small_internet_vpn,s,0428020524,0,0,0,0
ReAct (GPT-5),sender_resource_contention,rip_small_internet_vpn,m,0428021250,0,0,0,0
ReAct (GPT-5),sender_resource_contention,rip_small_internet_vpn,l,0428022130,0,0,0,0
CC-Baseline,dns_record_error,dc_clos_service,s,0425024202,0,0,0,0
CC-Baseline,dns_record_error,dc_clos_service,m,0425024348,0,0,0,0
CC-Baseline,dns_record_error,dc_clos_service,l,0425024725,0,0,0,0
CC-Baseline,host_crash,dc_clos_bgp,s,0425025157,0,12,0,12
CC-Baseline,host_crash,dc_clos_bgp,m,0425025536,0,6,0,6
CC-Baseline,host_crash,dc_clos_bgp,l,0425030302,0,6,0,6
CC-Baseline,host_crash,dc_clos_service,s,0425031007,0,5,0,5
CC-Baseline,host_crash,dc_clos_service,m,0425031233,0,4,0,4
CC-Baseline,host_crash,dc_clos_service,l,0425031556,0,6,0,6
CC-Baseline,host_crash,ospf_enterprise_static,s,0425032001,0,7,0,7
CC-Baseline,host_crash,ospf_enterprise_static,m,0425032544,0,7,0,7
CC-Baseline,host_crash,ospf_enterprise_static,l,0425033250,0,4,0,4
CC-Baseline,host_crash,rip_small_internet_vpn,s,0425033652,0,3,0,3
CC-Baseline,host_crash,rip_small_internet_vpn,m,0425033845,0,7,0,7
CC-Baseline,host_crash,rip_small_internet_vpn,l,0425034257,0,5,0,5
CC-Baseline,host_crash,sdn_star,s,0425034505,0,2,0,2
CC-Baseline,host_crash,sdn_star,m,0425034735,0,4,0,4
CC-Baseline,host_crash,sdn_star,l,0425035011,0,9,0,9
CC-Baseline,host_crash,sdn_clos,s,0425035209,0,2,0,2
CC-Baseline,host_crash,sdn_clos,m,0425035414,0,5,0,5
CC-Baseline,host_crash,sdn_clos,l,0425040050,0,4,0,4
CC-Baseline,host_crash,p4_bloom_filter,-,0425040716,0,3,0,3
CC-Baseline,host_crash,p4_counter,-,0425040830,0,8,0,8
CC-Baseline,host_crash,p4_int,-,0425110812,0,5,0,5
CC-Baseline,host_crash,p4_mpls,-,0425110926,0,2,0,2
CC-Baseline,host_crash,simple_bgp,-,0425111103,0,5,0,5
CC-Baseline,host_ip_conflict,dc_clos_bgp,s,0425111220,0,0,0,0
CC-Baseline,host_ip_conflict,dc_clos_bgp,m,0425111431,0,0,0,0
CC-Baseline,host_ip_conflict,dc_clos_bgp,l,0425111916,0,0,0,0
CC-Baseline,host_ip_conflict,ospf_enterprise_static,s,0425133618,0,0,0,0
CC-Baseline,host_ip_conflict,ospf_enterprise_static,m,0425133853,0,0,0,0
CC-Baseline,host_ip_conflict,ospf_enterprise_static,l,0425134205,0,6,1,7
CC-Baseline,host_ip_conflict,rip_small_internet_vpn,s,0425134616,0,0,0,0
CC-Baseline,host_ip_conflict,rip_small_internet_vpn,m,0425134800,0,0,0,0
CC-Baseline,host_ip_conflict,rip_small_internet_vpn,l,0425135028,0,0,0,0
CC-Baseline,host_ip_conflict,sdn_star,s,0425135301,0,0,0,0
CC-Baseline,host_ip_conflict,sdn_star,m,0425135439,0,0,0,0
CC-Baseline,host_ip_conflict,sdn_star,l,0425135616,0,0,0,0
CC-Baseline,host_ip_conflict,sdn_clos,s,0425135757,0,0,0,0
CC-Baseline,host_ip_conflict,sdn_clos,m,0425135917,0,0,0,0
CC-Baseline,host_ip_conflict,sdn_clos,l,0425140200,0,0,0,0
CC-Baseline,host_ip_conflict,p4_bloom_filter,-,0425141057,0,0,0,0
CC-Baseline,host_ip_conflict,p4_counter,-,0425141249,0,0,0,0
CC-Baseline,host_ip_conflict,p4_int,-,0501091926,0,0,0,0
CC-Baseline,host_ip_conflict,p4_mpls,-,0425141422,0,0,0,0
CC-Baseline,host_ip_conflict,simple_bgp,-,0425141551,0,0,0,0
CC-Baseline,host_incorrect_dns,dc_clos_service,s,0425141738,0,0,0,0
CC-Baseline,host_incorrect_dns,dc_clos_service,m,0425142022,0,0,0,0
CC-Baseline,host_incorrect_dns,dc_clos_service,l,0425142343,0,0,0,0
CC-Baseline,host_incorrect_gateway,dc_clos_bgp,s,0425142855,0,0,0,0
CC-Baseline,host_incorrect_gateway,dc_clos_bgp,m,0425143249,0,0,0,0
CC-Baseline,host_incorrect_gateway,dc_clos_bgp,l,0425143739,0,0,0,0
CC-Baseline,host_incorrect_gateway,dc_clos_service,s,0425144309,0,0,0,0
CC-Baseline,host_incorrect_gateway,dc_clos_service,m,0425144623,0,0,0,0
CC-Baseline,host_incorrect_gateway,dc_clos_service,l,0425145012,0,2,0,2
CC-Baseline,host_incorrect_gateway,ospf_enterprise_static,s,0425145351,0,0,0,0
CC-Baseline,host_incorrect_gateway,ospf_enterprise_static,m,0425145846,0,0,0,0
CC-Baseline,host_incorrect_gateway,ospf_enterprise_static,l,0425150853,0,4,1,5
CC-Baseline,host_incorrect_gateway,rip_small_internet_vpn,s,0425151508,0,0,0,0
CC-Baseline,host_incorrect_gateway,rip_small_internet_vpn,m,0425151730,0,0,0,0
CC-Baseline,host_incorrect_gateway,rip_small_internet_vpn,l,0425151950,0,0,0,0
CC-Baseline,host_incorrect_gateway,simple_bgp,-,0425152249,0,1,0,1
CC-Baseline,host_incorrect_ip,dc_clos_bgp,s,0425152448,0,0,0,0
CC-Baseline,host_incorrect_ip,dc_clos_bgp,m,0425152804,0,0,0,0
CC-Baseline,host_incorrect_ip,dc_clos_bgp,l,0425153513,0,2,0,2
CC-Baseline,host_incorrect_ip,dc_clos_service,s,0425154024,0,0,0,0
CC-Baseline,host_incorrect_ip,dc_clos_service,m,0425154326,0,0,0,0
CC-Baseline,host_incorrect_ip,dc_clos_service,l,0425154829,0,0,0,0
CC-Baseline,host_incorrect_ip,ospf_enterprise_static,s,0425155342,0,0,0,0
CC-Baseline,host_incorrect_ip,ospf_enterprise_static,m,0425155742,0,0,0,0
CC-Baseline,host_incorrect_ip,ospf_enterprise_static,l,0425160227,0,3,1,4
CC-Baseline,host_incorrect_ip,rip_small_internet_vpn,s,0425165623,0,0,0,0
CC-Baseline,host_incorrect_ip,rip_small_internet_vpn,m,0425165753,0,0,0,0
CC-Baseline,host_incorrect_ip,rip_small_internet_vpn,l,0425165948,0,0,0,0
CC-Baseline,host_incorrect_ip,sdn_star,s,0425170216,0,0,0,0
CC-Baseline,host_incorrect_ip,sdn_star,m,0425170325,0,0,0,0
CC-Baseline,host_incorrect_ip,sdn_star,l,0425170448,0,0,0,0
CC-Baseline,host_incorrect_ip,sdn_clos,s,0425170610,0,0,0,0
CC-Baseline,host_incorrect_ip,sdn_clos,m,0425170723,0,0,0,0
CC-Baseline,host_incorrect_ip,sdn_clos,l,0425171559,0,0,0,0
CC-Baseline,host_incorrect_ip,p4_bloom_filter,-,0425172708,0,1,0,1
CC-Baseline,host_incorrect_ip,p4_counter,-,0425172921,0,0,0,0
CC-Baseline,host_incorrect_ip,p4_int,-,0501092113,0,0,0,0
CC-Baseline,host_incorrect_ip,p4_mpls,-,0425173110,0,1,0,1
CC-Baseline,host_incorrect_ip,simple_bgp,-,0425173517,0,0,0,0
CC-Baseline,host_incorrect_netmask,dc_clos_bgp,s,0425173652,0,0,0,0
CC-Baseline,host_incorrect_netmask,dc_clos_bgp,m,0425173940,0,0,0,0
CC-Baseline,host_incorrect_netmask,dc_clos_bgp,l,0425174333,0,0,0,0
CC-Baseline,host_incorrect_netmask,dc_clos_service,s,0425174802,0,0,0,0
CC-Baseline,host_incorrect_netmask,dc_clos_service,m,0425175114,0,0,0,0
CC-Baseline,host_incorrect_netmask,dc_clos_service,l,0425175628,0,0,0,0
CC-Baseline,host_incorrect_netmask,ospf_enterprise_static,s,0425180251,0,0,0,0
CC-Baseline,host_incorrect_netmask,ospf_enterprise_static,m,0425180914,0,0,0,0
CC-Baseline,host_incorrect_netmask,ospf_enterprise_static,l,0425181808,0,5,1,6
CC-Baseline,host_incorrect_netmask,rip_small_internet_vpn,s,0425182303,0,0,0,0
CC-Baseline,host_incorrect_netmask,rip_small_internet_vpn,m,0425182717,0,0,0,0
CC-Baseline,host_incorrect_netmask,rip_small_internet_vpn,l,0425183444,0,0,0,0
CC-Baseline,host_incorrect_netmask,simple_bgp,-,0425183724,0,0,0,0
CC-Baseline,host_missing_ip,dc_clos_bgp,s,0425183845,0,0,0,0
CC-Baseline,host_missing_ip,dc_clos_bgp,m,0425184044,0,0,0,0
CC-Baseline,host_missing_ip,dc_clos_bgp,l,0425184602,0,1,0,1
CC-Baseline,host_missing_ip,dc_clos_service,s,0425185117,0,0,0,0
CC-Baseline,host_missing_ip,dc_clos_service,m,0425185345,0,1,0,1
CC-Baseline,host_missing_ip,dc_clos_service,l,0425185810,0,0,0,0
CC-Baseline,host_missing_ip,ospf_enterprise_static,s,0425190218,0,0,0,0
CC-Baseline,host_missing_ip,ospf_enterprise_static,m,0425190551,0,0,0,0
CC-Baseline,host_missing_ip,ospf_enterprise_static,l,0425191133,0,3,1,4
CC-Baseline,host_missing_ip,rip_small_internet_vpn,s,0425191851,0,0,0,0
CC-Baseline,host_missing_ip,rip_small_internet_vpn,m,0425192038,0,0,0,0
CC-Baseline,host_missing_ip,rip_small_internet_vpn,l,0425192258,0,0,0,0
CC-Baseline,host_missing_ip,sdn_star,s,0425192539,0,0,0,0
CC-Baseline,host_missing_ip,sdn_star,m,0425192733,0,0,0,0
CC-Baseline,host_missing_ip,sdn_star,l,0425192929,0,0,0,0
CC-Baseline,host_missing_ip,sdn_clos,s,0425193108,0,0,0,0
CC-Baseline,host_missing_ip,sdn_clos,m,0425193242,0,1,0,1
CC-Baseline,host_missing_ip,sdn_clos,l,0425194102,0,0,0,0
CC-Baseline,host_missing_ip,p4_bloom_filter,-,0425195431,0,0,0,0
CC-Baseline,host_missing_ip,p4_counter,-,0425195545,0,2,0,2
CC-Baseline,host_missing_ip,p4_int,-,0501092556,0,0,0,0
CC-Baseline,host_missing_ip,p4_mpls,-,0425195754,0,0,0,0
CC-Baseline,host_missing_ip,simple_bgp,-,0425195931,0,0,0,0
