agent_type,backend_model,root_cause_category,root_cause_name,net_env,scenario_topo_size,session_id,in_tokens,out_tokens,steps,tool_calls,tool_errors,time_taken,llm_judge_relevance_score,llm_judge_correctness_score,llm_judge_efficiency_score,llm_judge_clarity_score,llm_judge_final_outcome_score,llm_judge_overall_score,detection_score,localization_accuracy,localization_precision,localization_recall,localization_f1,rca_accuracy,rca_precision,rca_recall,rca_f1,agent,triple
react,gpt-5,resource_contention,link_high_packet_corruption,ospf_enterprise_dhcp,m,404082652,56003,12133,7,14,0,238.06,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('link_high_packet_corruption', 'ospf_enterprise_dhcp', 'm')"
react,gpt-5,resource_contention,link_high_packet_corruption,ospf_enterprise_dhcp,l,404083425,105396,9308,4,17,0,258.12,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('link_high_packet_corruption', 'ospf_enterprise_dhcp', 'l')"
react,gpt-5,resource_contention,dns_lookup_latency,ospf_enterprise_dhcp,s,404084334,20086,6962,4,8,0,167.07,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('dns_lookup_latency', 'ospf_enterprise_dhcp', 's')"
react,gpt-5,resource_contention,dns_lookup_latency,ospf_enterprise_dhcp,m,404084814,66425,11266,5,21,0,267.64,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('dns_lookup_latency', 'ospf_enterprise_dhcp', 'm')"
react,gpt-5,resource_contention,dns_lookup_latency,ospf_enterprise_dhcp,l,404085612,70412,5169,3,9,0,169.5,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('dns_lookup_latency', 'ospf_enterprise_dhcp', 'l')"
react,gpt-5,resource_contention,load_balancer_overload,ospf_enterprise_dhcp,s,404090339,83696,15986,7,38,3,356.89,4,3,4,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ReAct (train),"('load_balancer_overload', 'ospf_enterprise_dhcp', 's')"
react,gpt-5,resource_contention,load_balancer_overload,ospf_enterprise_dhcp,m,404091131,72181,20093,7,26,0,326.54,4,3,4,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ReAct (train),"('load_balancer_overload', 'ospf_enterprise_dhcp', 'm')"
react,gpt-5,resource_contention,load_balancer_overload,ospf_enterprise_dhcp,l,404092021,127038,14033,7,35,1,349.04,4,5,3,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ReAct (train),"('load_balancer_overload', 'ospf_enterprise_dhcp', 'l')"
react,gpt-5,resource_contention,receiver_resource_contention,ospf_enterprise_dhcp,s,404093102,26811,9246,4,26,0,167.92,3,4,4,4,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ReAct (train),"('receiver_resource_contention', 'ospf_enterprise_dhcp', 's')"
react,gpt-5,resource_contention,receiver_resource_contention,ospf_enterprise_dhcp,m,404093552,38242,10848,5,27,1,222.15,4,4,3,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ReAct (train),"('receiver_resource_contention', 'ospf_enterprise_dhcp', 'm')"
react,gpt-5,resource_contention,receiver_resource_contention,ospf_enterprise_dhcp,l,404094319,160562,22963,10,52,3,490.79,4,4,3,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ReAct (train),"('receiver_resource_contention', 'ospf_enterprise_dhcp', 'l')"
react,gpt-5,resource_contention,sender_application_delay,ospf_enterprise_dhcp,s,404095630,38604,9048,5,34,0,242.34,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('sender_application_delay', 'ospf_enterprise_dhcp', 's')"
react,gpt-5,resource_contention,sender_application_delay,ospf_enterprise_dhcp,m,404100222,106918,17492,7,55,0,409.84,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ReAct (train),"('sender_application_delay', 'ospf_enterprise_dhcp', 'm')"
react,gpt-5,resource_contention,sender_application_delay,ospf_enterprise_dhcp,l,404101250,372012,11810,10,24,0,281.72,4,4,3,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ReAct (train),"('sender_application_delay', 'ospf_enterprise_dhcp', 'l')"
react,gpt-5,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,s,404102224,90690,30586,10,48,3,512.14,3,4,3,4,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ReAct (train),"('sender_resource_contention', 'ospf_enterprise_dhcp', 's')"
react,gpt-5,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,m,404103256,44102,13676,7,27,3,262.7,5,4,4,5,3,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,ReAct (train),"('sender_resource_contention', 'ospf_enterprise_dhcp', 'm')"
react,gpt-5,resource_contention,sender_resource_contention,ospf_enterprise_dhcp,l,404104110,68644,15556,9,52,1,398.29,4,3,4,4,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,ReAct (train),"('sender_resource_contention', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,dns_record_error,ospf_enterprise_dhcp,s,404162614,298381,6364,1,28,0,154.03,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_record_error', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,dns_record_error,ospf_enterprise_dhcp,m,404163041,190433,3019,1,20,0,82.31,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_record_error', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,dns_record_error,ospf_enterprise_dhcp,l,404163538,358971,4066,1,23,0,149.49,4,4,3,3,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('dns_record_error', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_crash,ospf_enterprise_dhcp,s,404164247,155130,3146,1,26,0,73.93,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_crash', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_crash,ospf_enterprise_dhcp,m,404164558,146682,2790,1,20,0,78.47,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_crash', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_crash,ospf_enterprise_dhcp,l,404165055,148228,2480,1,18,0,126.86,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_crash', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_ip_conflict,ospf_enterprise_dhcp,s,404165755,95879,2927,1,7,0,87.76,5,5,4,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_ip_conflict', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_ip_conflict,ospf_enterprise_dhcp,m,404170116,90715,2572,1,8,0,71.83,5,4,5,5,1,2,1.0,0.5,1.0,0.5,0.6667,0.0,0.0,0.0,0.0,CC-Baseline (train),"('host_ip_conflict', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_ip_conflict,ospf_enterprise_dhcp,l,404170554,294786,4945,1,19,0,181.96,5,5,4,5,2,3,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_ip_conflict', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,s,404171332,669971,13703,1,87,0,321.28,3,4,3,4,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_incorrect_dns', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,m,404213025,391309,12123,1,38,0,243.39,5,4,4,5,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('host_incorrect_dns', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_dns,ospf_enterprise_dhcp,l,404213755,368120,5368,1,33,0,193.6,4,4,2,4,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_incorrect_dns', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_gateway,ospf_enterprise_dhcp,s,404214538,556258,15814,1,39,0,345.52,5,4,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_incorrect_gateway', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_gateway,ospf_enterprise_dhcp,m,404215314,522580,13811,1,32,0,280.33,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_incorrect_gateway', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_gateway,ospf_enterprise_dhcp,l,404220118,568072,13911,1,54,0,425.4,5,5,4,5,1,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_incorrect_gateway', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,s,404221307,247391,11560,1,24,0,225.56,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_incorrect_ip', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,m,404221834,495519,24039,1,32,0,437.85,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_incorrect_ip', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_ip,ospf_enterprise_dhcp,l,404222859,351215,7645,1,22,0,210.04,5,4,5,5,3,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('host_incorrect_ip', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_netmask,ospf_enterprise_dhcp,s,404223710,601242,22967,1,57,0,416.51,4,3,3,5,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('host_incorrect_netmask', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_netmask,ospf_enterprise_dhcp,m,404230401,450881,9829,1,32,0,213.37,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('host_incorrect_netmask', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_incorrect_netmask,ospf_enterprise_dhcp,l,404231101,449812,13066,1,46,0,376.89,4,4,3,4,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_incorrect_netmask', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,s,404232220,586527,18266,1,52,0,308.95,5,5,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_missing_ip', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,m,404232927,730558,21399,1,43,0,377.66,5,4,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_missing_ip', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,end_host_failure,host_missing_ip,ospf_enterprise_dhcp,l,404233940,549638,22093,1,47,0,541.27,5,5,4,5,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('host_missing_ip', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,link_failure,dhcp_service_down,ospf_enterprise_dhcp,s,404235339,291939,7870,1,28,0,156.49,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_service_down', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,link_failure,dhcp_service_down,ospf_enterprise_dhcp,m,404235816,390890,16773,1,36,0,346.82,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_service_down', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,link_failure,dhcp_service_down,ospf_enterprise_dhcp,l,405000802,317319,8619,1,36,0,273.15,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_service_down', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,link_failure,dns_service_down,ospf_enterprise_dhcp,s,405001737,260220,6466,1,33,0,133.14,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_service_down', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,link_failure,dns_service_down,ospf_enterprise_dhcp,m,405002145,258005,5484,1,26,0,115.8,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_service_down', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,link_failure,dns_service_down,ospf_enterprise_dhcp,l,405002725,446126,11016,1,48,0,360.39,5,5,4,5,2,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('dns_service_down', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,link_failure,link_detach,ospf_enterprise_dhcp,s,405003837,266760,8045,1,29,0,149.09,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_detach', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,link_failure,link_detach,ospf_enterprise_dhcp,m,405004254,241750,4988,1,20,0,106.23,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_detach', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,link_failure,link_detach,ospf_enterprise_dhcp,l,405004813,576082,19228,1,58,0,517.29,5,4,3,5,1,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('link_detach', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,link_failure,link_down,ospf_enterprise_dhcp,s,405010158,222761,8210,1,23,0,163.33,5,5,5,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('link_down', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,link_failure,link_down,ospf_enterprise_dhcp,m,405010635,193882,7019,1,18,0,156.5,5,4,4,4,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('link_down', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,link_failure,link_down,ospf_enterprise_dhcp,l,405011243,560796,11859,1,52,0,391.71,3,4,3,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('link_down', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,link_failure,link_flap,ospf_enterprise_dhcp,s,405012413,512639,13153,1,41,0,268.49,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_flap', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,link_failure,link_flap,ospf_enterprise_dhcp,m,405013034,304111,11684,1,28,0,226.82,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('link_flap', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,link_failure,link_flap,ospf_enterprise_dhcp,l,405013802,518354,19368,1,45,0,481.0,5,3,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('link_flap', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,link_failure,link_fragmentation_disabled,ospf_enterprise_dhcp,s,405170957,255307,10180,1,26,0,236.74,5,4,5,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('link_fragmentation_disabled', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,link_failure,link_fragmentation_disabled,ospf_enterprise_dhcp,m,405171541,347668,11124,1,30,0,249.42,5,4,4,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('link_fragmentation_disabled', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,link_failure,link_fragmentation_disabled,ospf_enterprise_dhcp,l,405172309,383179,12179,1,37,0,374.21,5,4,5,5,2,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('link_fragmentation_disabled', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,arp_acl_block,ospf_enterprise_dhcp,s,405173345,693074,32527,1,46,0,575.18,4,3,4,4,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('arp_acl_block', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,arp_acl_block,ospf_enterprise_dhcp,m,405174511,412341,9251,1,36,0,217.76,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('arp_acl_block', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,arp_acl_block,ospf_enterprise_dhcp,l,405175211,544311,26249,1,49,0,623.79,5,5,4,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('arp_acl_block', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,dns_port_blocked,ospf_enterprise_dhcp,s,405180703,160254,3190,1,20,0,153.92,5,5,5,5,1,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('dns_port_blocked', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,dns_port_blocked,ospf_enterprise_dhcp,m,405181125,637687,15632,1,53,0,353.5,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_port_blocked', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,dns_port_blocked,ospf_enterprise_dhcp,l,405182042,353782,5468,1,35,0,206.96,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dns_port_blocked', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,http_acl_block,ospf_enterprise_dhcp,s,405182829,432666,18983,1,47,0,340.95,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('http_acl_block', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,http_acl_block,ospf_enterprise_dhcp,m,405183557,640269,12518,1,52,0,286.56,5,5,4,5,2,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('http_acl_block', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,http_acl_block,ospf_enterprise_dhcp,l,405184409,0,0,1,40,0,234.46,5,4,3,5,1,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('http_acl_block', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,icmp_acl_block,ospf_enterprise_dhcp,s,405185215,276290,5628,1,33,0,148.74,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('icmp_acl_block', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,icmp_acl_block,ospf_enterprise_dhcp,m,405185633,485130,12402,1,45,0,269.46,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('icmp_acl_block', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,icmp_acl_block,ospf_enterprise_dhcp,l,405190431,550175,8651,1,50,0,358.95,5,5,4,5,4,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('icmp_acl_block', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_acl_block,ospf_enterprise_dhcp,s,405191453,623875,21850,1,58,0,383.3,5,3,4,5,2,3,1.0,1.0,0.5,1.0,0.6667,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_acl_block', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_acl_block,ospf_enterprise_dhcp,m,405192313,831267,30070,1,67,0,603.82,5,5,4,5,2,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('ospf_acl_block', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_acl_block,ospf_enterprise_dhcp,l,405193643,411930,10336,1,39,0,272.85,5,4,3,4,2,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('ospf_acl_block', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,dhcp_missing_subnet,ospf_enterprise_dhcp,s,405194533,165408,3499,1,18,0,66.91,5,4,5,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_missing_subnet', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,dhcp_missing_subnet,ospf_enterprise_dhcp,m,405194844,253015,6020,1,24,0,108.22,5,4,4,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_missing_subnet', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,dhcp_missing_subnet,ospf_enterprise_dhcp,l,405195407,298587,8308,1,35,0,210.59,5,4,4,5,3,4,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,CC-Baseline (train),"('dhcp_missing_subnet', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,mac_address_conflict,ospf_enterprise_dhcp,s,405200229,695767,16723,1,60,0,368.79,3,4,2,4,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('mac_address_conflict', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,mac_address_conflict,ospf_enterprise_dhcp,m,405201028,266000,7342,1,25,0,170.2,3,5,4,5,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('mac_address_conflict', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,mac_address_conflict,ospf_enterprise_dhcp,l,405201655,460612,18387,1,40,0,433.6,5,4,4,5,4,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,CC-Baseline (train),"('mac_address_conflict', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_area_misconfiguration,ospf_enterprise_dhcp,s,405202902,188847,5109,1,23,0,118.78,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('ospf_area_misconfiguration', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_area_misconfiguration,ospf_enterprise_dhcp,m,405203251,195819,5366,1,19,0,110.42,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('ospf_area_misconfiguration', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_area_misconfiguration,ospf_enterprise_dhcp,l,405203805,371769,11342,1,36,0,318.75,5,5,4,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CC-Baseline (train),"('ospf_area_misconfiguration', 'ospf_enterprise_dhcp', 'l')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_neighbor_missing,ospf_enterprise_dhcp,s,405204808,172958,6043,1,22,0,103.69,5,4,5,5,2,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_neighbor_missing', 'ospf_enterprise_dhcp', 's')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_neighbor_missing,ospf_enterprise_dhcp,m,405205152,223331,6110,1,22,0,120.58,5,4,5,5,2,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_neighbor_missing', 'ospf_enterprise_dhcp', 'm')"
claude-code,claude-sonnet-4-6,misconfiguration,ospf_neighbor_missing,ospf_enterprise_dhcp,l,405205721,291461,8243,1,32,0,224.88,5,3,4,5,2,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,CC-Baseline (train),"('ospf_neighbor_missing', 'ospf_enterprise_dhcp', 'l')"
